person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,dti_ratio,interest_burden,age_group,income_group
23,92000,RENT,2.0,EDUCATION,A,4000,5.42,0,0.04,N,2,0.043478260869565216,21680.0,20-30,Very High
24,93000,RENT,8.0,MEDICAL,A,4000,5.42,0,0.04,N,2,0.043010752688172046,21680.0,20-30,Very High
24,95000,RENT,0.0,EDUCATION,A,4000,7.9,0,0.04,N,4,0.042105263157894736,31600.0,20-30,Very High
23,95000,RENT,7.0,EDUCATION,B,4000,11.49,0,0.04,N,3,0.042105263157894736,45960.0,20-30,Very High
23,40000,OWN,1.0,VENTURE,B,15000,12.42,0,0.38,N,4,0.375,186300.0,20-30,Medium
24,40000,MORTGAGE,3.0,EDUCATION,B,6400,9.91,0,0.16,N,4,0.16,63424.0,20-30,Medium
26,98000,RENT,3.0,VENTURE,A,4000,9.32,0,0.04,N,2,0.04081632653061224,37280.0,20-30,Very High
22,40000,MORTGAGE,6.0,MEDICAL,A,7500,7.51,0,0.19,N,3,0.1875,56325.0,20-30,Medium
23,88000,RENT,4.0,HOMEIMPROVEMENT,A,4000,7.14,1,0.05,N,4,0.045454545454545456,28560.0,20-30,Very High
24,40000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4500,6.62,0,0.11,N,3,0.1125,29790.0,20-30,Medium
22,40000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2000,7.9,0,0.05,N,2,0.05,15800.0,20-30,Medium
21,40000,OWN,0.0,EDUCATION,C,2500,14.27,0,0.06,N,2,0.0625,35675.0,20-30,Medium
26,34000,MORTGAGE,3.0,MEDICAL,D,4000,17.58,1,0.12,N,3,0.11764705882352941,70320.0,20-30,Low
26,130000,RENT,0.0,EDUCATION,B,4000,10.99,0,0.03,N,3,0.03076923076923077,43960.0,20-30,Very High
24,118068,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.51,1,0.03,N,3,0.03387878171900938,42040.0,20-30,Very High
26,131000,RENT,10.0,HOMEIMPROVEMENT,C,4000,12.84,0,0.03,Y,3,0.030534351145038167,51360.0,20-30,Very High
21,40000,MORTGAGE,5.0,PERSONAL,A,5000,6.62,0,0.13,N,2,0.125,33100.0,20-30,Medium
26,158000,RENT,0.0,HOMEIMPROVEMENT,D,4000,14.84,1,0.03,N,3,0.02531645569620253,59360.0,20-30,Very High
24,15000,RENT,8.0,DEBTCONSOLIDATION,C,4200,13.11,1,0.28,Y,2,0.28,55062.0,20-30,Low
24,16000,RENT,2.0,DEBTCONSOLIDATION,D,4200,10.99,1,0.26,N,4,0.2625,46158.0,20-30,Low
21,19000,RENT,2.0,HOMEIMPROVEMENT,C,4200,10.99,1,0.22,Y,2,0.22105263157894736,46158.0,20-30,Low
23,21000,RENT,3.0,EDUCATION,A,4200,10.99,0,0.2,N,3,0.2,46158.0,20-30,Low
24,40000,MORTGAGE,6.0,VENTURE,B,10000,9.91,0,0.25,N,3,0.25,99100.0,20-30,Medium
23,21600,RENT,0.0,PERSONAL,C,4200,15.23,0,0.19,N,4,0.19444444444444445,63966.0,20-30,Low
22,22560,RENT,3.0,PERSONAL,D,4200,15.2,1,0.19,Y,4,0.18617021276595744,63840.0,20-30,Low
23,40000,MORTGAGE,7.0,MEDICAL,A,4000,7.51,0,0.1,N,2,0.1,30040.0,20-30,Medium
23,23520,RENT,8.0,MEDICAL,A,4200,10.99,0,0.18,N,3,0.17857142857142858,46158.0,20-30,Low
25,24996,RENT,1.0,PERSONAL,C,4200,14.26,0,0.17,Y,2,0.16802688430148824,59892.0,20-30,Low
24,26000,RENT,0.0,PERSONAL,E,4200,16.0,1,0.16,N,2,0.16153846153846155,67200.0,20-30,Low
22,28080,RENT,4.0,MEDICAL,B,4200,9.91,1,0.15,N,4,0.14957264957264957,41622.0,20-30,Low
25,40000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8000,10.99,0,0.2,N,4,0.2,87920.0,20-30,Medium
26,29000,RENT,10.0,DEBTCONSOLIDATION,B,4200,10.99,0,0.14,N,3,0.14482758620689656,46158.0,20-30,Low
26,30000,RENT,3.0,PERSONAL,B,4200,9.91,0,0.14,N,4,0.14,41622.0,20-30,Low
26,30000,RENT,1.0,EDUCATION,D,4200,16.49,1,0.14,N,3,0.14,69258.0,20-30,Low
25,30000,RENT,3.0,MEDICAL,D,4200,15.99,0,0.14,N,3,0.14,67158.0,20-30,Low
25,12000,RENT,3.0,DEBTCONSOLIDATION,C,4350,12.98,1,0.36,Y,4,0.3625,56463.0,20-30,Low
23,40000,OWN,4.0,VENTURE,A,2000,10.99,0,0.05,N,4,0.05,21980.0,20-30,Medium
22,22000,RENT,6.0,MEDICAL,C,4350,11.54,0,0.2,N,3,0.19772727272727272,50198.99999999999,20-30,Low
23,40000,OWN,4.0,VENTURE,A,7500,5.42,0,0.19,N,2,0.1875,40650.0,20-30,Medium
22,30000,RENT,4.0,EDUCATION,A,4350,6.03,0,0.14,N,4,0.145,26230.5,20-30,Low
23,40000,OWN,7.0,MEDICAL,A,5000,8.49,0,0.13,N,4,0.125,42450.0,20-30,Medium
23,40000,MORTGAGE,3.0,VENTURE,B,4000,9.99,0,0.1,N,4,0.1,39960.0,20-30,Medium
26,40000,MORTGAGE,3.0,MEDICAL,A,2200,8.49,0,0.06,N,3,0.055,18678.0,20-30,Medium
25,40000,MORTGAGE,0.0,MEDICAL,A,3600,7.49,0,0.09,N,3,0.09,26964.0,20-30,Medium
24,14400,RENT,0.0,DEBTCONSOLIDATION,B,4375,10.99,1,0.3,N,2,0.3038194444444444,48081.25,20-30,Low
23,40000,MORTGAGE,7.0,PERSONAL,B,4000,10.99,0,0.1,N,4,0.1,43960.0,20-30,Medium
26,40000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,6000,11.99,0,0.15,N,2,0.15,71940.0,20-30,Medium
26,15000,RENT,0.0,DEBTCONSOLIDATION,B,4375,12.69,1,0.29,N,4,0.2916666666666667,55518.75,20-30,Low
24,16800,RENT,4.0,DEBTCONSOLIDATION,B,4375,9.99,1,0.26,N,2,0.2604166666666667,43706.25,20-30,Low
24,22044,RENT,3.0,HOMEIMPROVEMENT,E,4375,16.4,1,0.2,Y,3,0.19846670295772093,71750.0,20-30,Low
26,24480,RENT,0.0,MEDICAL,A,4375,5.79,0,0.18,N,4,0.1787173202614379,25331.25,20-30,Low
23,50000,RENT,5.0,DEBTCONSOLIDATION,A,4375,8.49,0,0.09,N,2,0.0875,37143.75,20-30,Medium
22,14400,RENT,0.0,HOMEIMPROVEMENT,E,4400,19.91,1,0.31,N,4,0.3055555555555556,87604.0,20-30,Low
22,19200,RENT,6.0,PERSONAL,B,4400,11.49,1,0.23,N,2,0.22916666666666666,50556.0,20-30,Low
21,20000,RENT,3.0,PERSONAL,A,4400,6.91,0,0.22,N,4,0.22,30404.0,20-30,Low
24,25000,RENT,0.0,DEBTCONSOLIDATION,A,4400,6.76,0,0.18,N,3,0.176,29744.0,20-30,Low
21,40000,MORTGAGE,5.0,EDUCATION,C,2000,12.99,0,0.05,Y,4,0.05,25980.0,20-30,Medium
22,32496,RENT,5.0,PERSONAL,A,4400,8.49,0,0.14,N,4,0.13540128015755784,37356.0,20-30,Low
23,40000,MORTGAGE,3.0,MEDICAL,A,5000,5.42,0,0.13,N,3,0.125,27100.0,20-30,Medium
23,40000,MORTGAGE,7.0,EDUCATION,C,6000,14.79,0,0.15,N,2,0.15,88740.0,20-30,Medium
26,40000,MORTGAGE,5.0,EDUCATION,A,7200,7.49,0,0.18,N,2,0.18,53928.0,20-30,Medium
22,34000,MORTGAGE,6.0,VENTURE,D,15000,15.99,1,0.44,Y,2,0.4411764705882353,239850.0,20-30,Low
23,38000,RENT,5.0,VENTURE,B,4400,11.71,0,0.12,N,2,0.11578947368421053,51524.00000000001,20-30,Low
23,43000,RENT,7.0,MEDICAL,B,4400,11.99,1,0.1,N,4,0.10232558139534884,52756.0,20-30,Medium
22,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,12.99,0,0.13,Y,2,0.125,64950.0,20-30,Medium
24,49000,RENT,8.0,DEBTCONSOLIDATION,D,4400,16.77,1,0.09,Y,3,0.08979591836734693,73788.0,20-30,Medium
22,60000,RENT,0.0,EDUCATION,C,4400,15.23,0,0.07,Y,3,0.07333333333333333,67012.0,20-30,High
24,72000,RENT,6.0,PERSONAL,A,4400,10.99,0,0.06,N,4,0.06111111111111111,48356.0,20-30,High
24,80000,RENT,7.0,EDUCATION,E,4400,19.03,0,0.06,Y,2,0.055,83732.0,20-30,Very High
23,40000,MORTGAGE,7.0,VENTURE,B,13000,9.99,0,0.33,N,3,0.325,129870.0,20-30,Medium
26,95459,RENT,10.0,DEBTCONSOLIDATION,C,4400,13.8,0,0.05,N,4,0.04609308708450748,60720.0,20-30,Very High
24,33600,RENT,5.0,PERSONAL,B,4450,11.49,0,0.13,N,4,0.1324404761904762,51130.5,20-30,Low
24,42200,RENT,5.0,DEBTCONSOLIDATION,A,4450,9.32,0,0.11,N,4,0.10545023696682465,41474.0,20-30,Medium
22,40000,MORTGAGE,5.0,PERSONAL,A,5400,7.42,0,0.14,N,2,0.135,40068.0,20-30,Medium
22,40000,MORTGAGE,7.0,EDUCATION,A,14000,7.49,0,0.35,N,3,0.35,104860.0,20-30,Medium
22,14400,RENT,0.0,EDUCATION,A,4500,7.88,1,0.31,N,4,0.3125,35460.0,20-30,Low
25,40000,MORTGAGE,2.0,PERSONAL,B,4500,10.99,0,0.11,N,3,0.1125,49455.0,20-30,Medium
25,40000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,3500,13.49,0,0.09,N,3,0.0875,47215.0,20-30,Medium
24,40000,MORTGAGE,3.0,VENTURE,B,3200,10.99,0,0.08,N,2,0.08,35168.0,20-30,Medium
23,15600,RENT,1.0,VENTURE,A,4500,5.99,1,0.29,N,4,0.28846153846153844,26955.0,20-30,Low
25,15600,RENT,3.0,PERSONAL,A,4500,7.51,1,0.29,N,3,0.28846153846153844,33795.0,20-30,Low
22,40000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7500,11.49,0,0.19,N,3,0.1875,86175.0,20-30,Medium
24,40000,OWN,6.0,EDUCATION,A,2800,8.49,0,0.07,N,4,0.07,23772.0,20-30,Medium
25,17600,RENT,4.0,PERSONAL,C,4500,13.99,1,0.26,N,2,0.2556818181818182,62955.0,20-30,Low
25,40000,OWN,0.0,MEDICAL,A,11000,8.49,0,0.28,N,2,0.275,93390.0,20-30,Medium
23,18000,RENT,4.0,VENTURE,A,4500,7.49,1,0.25,N,4,0.25,33705.0,20-30,Low
24,40000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,15000,7.49,0,0.38,N,2,0.375,112350.0,20-30,Medium
24,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3000,11.99,0,0.07,N,4,0.075,35970.0,20-30,Medium
23,40000,MORTGAGE,6.0,MEDICAL,B,13200,10.99,0,0.33,N,4,0.33,145068.0,20-30,Medium
23,40000,MORTGAGE,2.0,MEDICAL,B,2000,10.99,0,0.05,N,4,0.05,21980.0,20-30,Medium
21,18000,RENT,2.0,PERSONAL,B,4500,10.38,1,0.25,N,2,0.25,46710.0,20-30,Low
24,40000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,2500,9.99,0,0.06,N,2,0.0625,24975.0,20-30,Medium
23,18000,RENT,0.0,DEBTCONSOLIDATION,B,4500,12.21,1,0.25,N,3,0.25,54945.00000000001,20-30,Low
24,18200,RENT,8.0,EDUCATION,A,4500,8.94,1,0.25,N,2,0.24725274725274726,40230.0,20-30,Low
24,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.25,N,4,0.25,57900.0,20-30,Medium
25,18204,RENT,0.0,EDUCATION,C,4500,13.61,1,0.25,N,2,0.24719841793012526,61245.0,20-30,Low
26,40000,OWN,0.0,MEDICAL,B,4300,10.74,0,0.11,N,2,0.1075,46182.0,20-30,Medium
21,20000,RENT,5.0,PERSONAL,C,4500,13.49,0,0.23,N,2,0.225,60705.0,20-30,Low
24,40000,MORTGAGE,9.0,MEDICAL,B,2125,11.11,0,0.05,N,4,0.053125,23608.75,20-30,Medium
21,20004,RENT,4.0,MEDICAL,A,4500,8.0,0,0.22,N,2,0.22495500899820037,36000.0,20-30,Low
21,20400,RENT,2.0,PERSONAL,B,4500,10.99,0,0.22,N,2,0.22058823529411764,49455.0,20-30,Low
25,21000,RENT,0.0,DEBTCONSOLIDATION,B,4500,9.62,0,0.21,N,4,0.21428571428571427,43290.0,20-30,Low
25,21000,RENT,2.0,EDUCATION,E,4500,16.45,1,0.21,Y,4,0.21428571428571427,74025.0,20-30,Low
22,40000,MORTGAGE,7.0,PERSONAL,A,10850,7.66,0,0.27,N,4,0.27125,83111.0,20-30,Medium
23,21600,RENT,1.0,EDUCATION,D,4500,15.65,1,0.21,N,2,0.20833333333333334,70425.0,20-30,Low
23,23421,RENT,3.0,MEDICAL,E,4500,17.99,1,0.19,Y,3,0.19213526322531063,80955.0,20-30,Low
23,34000,MORTGAGE,0.0,EDUCATION,C,4000,14.17,1,0.12,N,2,0.11764705882352941,56680.0,20-30,Low
23,40000,MORTGAGE,6.0,PERSONAL,B,7200,11.11,0,0.18,N,2,0.18,79992.0,20-30,Medium
21,23916,RENT,2.0,EDUCATION,B,4500,9.62,0,0.19,N,4,0.18815855494229805,43290.0,20-30,Low
26,24000,RENT,10.0,MEDICAL,B,4500,12.42,0,0.19,N,4,0.1875,55890.0,20-30,Low
24,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,5000,11.11,0,0.13,N,2,0.125,55550.0,20-30,Medium
26,24000,RENT,5.0,VENTURE,A,4500,5.79,0,0.19,N,3,0.1875,26055.0,20-30,Low
22,24000,RENT,0.0,EDUCATION,B,4500,11.49,0,0.19,N,2,0.1875,51705.0,20-30,Low
25,40000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000,7.29,0,0.1,N,2,0.1,29160.0,20-30,Medium
22,24500,RENT,3.0,DEBTCONSOLIDATION,A,4500,8.94,0,0.18,N,2,0.1836734693877551,40230.0,20-30,Low
23,25596,RENT,2.0,MEDICAL,B,4500,9.99,0,0.18,N,4,0.17580872011251758,44955.0,20-30,Low
23,26000,RENT,3.0,MEDICAL,A,4500,8.49,1,0.17,N,2,0.17307692307692307,38205.0,20-30,Low
25,30996,RENT,9.0,VENTURE,A,4500,6.92,0,0.15,N,3,0.14518002322880372,31140.0,20-30,Low
24,32000,RENT,4.0,MEDICAL,A,4500,7.29,0,0.14,N,4,0.140625,32805.0,20-30,Low
23,32400,RENT,4.0,EDUCATION,A,4500,7.49,0,0.14,N,4,0.1388888888888889,33705.0,20-30,Low
22,40000,MORTGAGE,1.0,EDUCATION,A,4800,5.42,0,0.12,N,2,0.12,26016.0,20-30,Medium
22,33000,RENT,2.0,PERSONAL,A,4500,7.88,0,0.14,N,3,0.13636363636363635,35460.0,20-30,Low
23,33000,RENT,1.0,DEBTCONSOLIDATION,D,4500,15.05,1,0.14,N,4,0.13636363636363635,67725.0,20-30,Low
21,40000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8000,6.92,0,0.2,N,4,0.2,55360.0,20-30,Medium
22,35000,RENT,2.0,VENTURE,C,4500,14.27,0,0.13,Y,2,0.12857142857142856,64215.0,20-30,Low
23,35000,RENT,5.0,PERSONAL,B,4500,10.59,0,0.13,N,2,0.12857142857142856,47655.0,20-30,Low
24,35000,RENT,1.0,MEDICAL,C,4500,12.87,0,0.13,Y,3,0.12857142857142856,57915.0,20-30,Low
22,40000,MORTGAGE,5.0,MEDICAL,B,8000,10.74,0,0.2,N,3,0.2,85920.0,20-30,Medium
23,40000,MORTGAGE,7.0,VENTURE,B,14000,10.99,0,0.35,N,3,0.35,153860.0,20-30,Medium
21,36000,RENT,0.0,EDUCATION,A,4500,6.62,0,0.13,N,2,0.125,29790.0,20-30,Low
26,40000,MORTGAGE,5.0,MEDICAL,A,16000,10.99,0,0.4,N,3,0.4,175840.0,20-30,Medium
26,34000,MORTGAGE,4.0,PERSONAL,A,12250,6.91,1,0.36,N,4,0.3602941176470588,84647.5,20-30,Low
22,36000,RENT,5.0,EDUCATION,A,4500,6.17,0,0.13,N,3,0.125,27765.0,20-30,Low
24,36000,RENT,5.0,VENTURE,A,4500,7.14,0,0.13,N,4,0.125,32130.0,20-30,Low
22,40000,OWN,5.0,MEDICAL,B,6000,9.25,0,0.15,N,3,0.15,55500.0,20-30,Medium
22,37342,RENT,3.0,VENTURE,C,4500,11.03,0,0.12,Y,2,0.1205077392748112,49635.0,20-30,Low
23,40000,MORTGAGE,2.0,MEDICAL,B,7000,8.88,0,0.17,N,3,0.175,62160.00000000001,20-30,Medium
24,37500,RENT,0.0,PERSONAL,A,4500,5.42,0,0.12,N,4,0.12,24390.0,20-30,Low
24,40000,OWN,0.0,PERSONAL,A,6900,6.91,0,0.17,N,3,0.1725,47679.0,20-30,Medium
22,32000,RENT,5.0,MEDICAL,A,4500,9.63,1,0.14,N,2,0.140625,43335.0,20-30,Low
24,38000,RENT,8.0,MEDICAL,B,4500,10.83,0,0.12,N,2,0.11842105263157894,48735.0,20-30,Low
23,38004,RENT,2.0,EDUCATION,A,4500,7.88,0,0.12,N,2,0.11840858856962425,35460.0,20-30,Low
24,34000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,7000,14.09,1,0.21,N,2,0.20588235294117646,98630.0,20-30,Low
24,39000,RENT,2.0,VENTURE,B,4500,10.99,0,0.12,N,4,0.11538461538461539,49455.0,20-30,Medium
22,39996,RENT,2.0,EDUCATION,C,4500,13.43,0,0.11,N,4,0.11251125112511251,60435.0,20-30,Medium
22,40000,RENT,6.0,EDUCATION,A,4500,7.66,0,0.11,N,3,0.1125,34470.0,20-30,Medium
26,40000,RENT,0.0,MEDICAL,A,4500,7.74,0,0.11,N,2,0.1125,34830.0,20-30,Medium
25,40000,OWN,3.0,EDUCATION,D,12000,14.83,0,0.3,N,4,0.3,177960.0,20-30,Medium
24,40000,RENT,8.0,MEDICAL,C,4500,12.84,0,0.11,N,3,0.1125,57780.0,20-30,Medium
22,40000,MORTGAGE,6.0,VENTURE,B,4000,10.36,0,0.1,N,4,0.1,41440.0,20-30,Medium
24,34068,RENT,2.0,EDUCATION,D,4500,14.84,1,0.13,N,3,0.13208876364917224,66780.0,20-30,Low
23,41000,RENT,6.0,PERSONAL,C,4500,12.99,0,0.11,N,4,0.10975609756097561,58455.0,20-30,Medium
25,40000,MORTGAGE,6.0,MEDICAL,C,5000,12.61,0,0.13,Y,4,0.125,63050.0,20-30,Medium
21,36000,RENT,1.0,VENTURE,D,4500,17.27,1,0.13,N,2,0.125,77715.0,20-30,Low
24,40000,MORTGAGE,4.0,MEDICAL,B,3500,8.88,0,0.09,N,2,0.0875,31080.000000000004,20-30,Medium
26,40000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,5300,5.42,0,0.13,N,2,0.1325,28726.0,20-30,Medium
21,42000,RENT,4.0,DEBTCONSOLIDATION,A,4500,6.03,0,0.11,N,4,0.10714285714285714,27135.0,20-30,Medium
22,42000,RENT,2.0,DEBTCONSOLIDATION,B,4500,11.49,0,0.11,N,4,0.10714285714285714,51705.0,20-30,Medium
21,40000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,5.79,0,0.15,N,3,0.15,34740.0,20-30,Medium
26,42000,RENT,3.0,PERSONAL,A,4500,7.66,0,0.11,N,2,0.10714285714285714,34470.0,20-30,Medium
25,43500,RENT,0.0,MEDICAL,A,4500,6.76,0,0.1,N,2,0.10344827586206896,30420.0,20-30,Medium
25,43738,RENT,0.0,DEBTCONSOLIDATION,A,4500,5.99,0,0.1,N,3,0.10288536284237962,26955.0,20-30,Medium
26,44004,RENT,2.0,MEDICAL,A,4500,7.74,0,0.1,N,3,0.10226343059721843,34830.0,20-30,Medium
23,45000,RENT,0.0,VENTURE,B,4500,9.25,0,0.1,N,4,0.1,41625.0,20-30,Medium
21,41000,RENT,2.0,DEBTCONSOLIDATION,C,4500,13.49,1,0.11,N,3,0.10975609756097561,60705.0,20-30,Medium
22,40000,MORTGAGE,6.0,PERSONAL,A,4800,10.99,0,0.12,N,2,0.12,52752.0,20-30,Medium
26,48000,RENT,10.0,DEBTCONSOLIDATION,B,4500,11.11,0,0.09,N,4,0.09375,49995.0,20-30,Medium
23,48500,RENT,0.0,DEBTCONSOLIDATION,B,4500,12.21,0,0.09,N,4,0.09278350515463918,54945.00000000001,20-30,Medium
22,44000,RENT,4.0,PERSONAL,D,4500,14.46,1,0.1,Y,2,0.10227272727272728,65070.00000000001,20-30,Medium
22,44000,RENT,3.0,PERSONAL,A,4500,5.79,1,0.1,N,3,0.10227272727272728,26055.0,20-30,Medium
21,40000,MORTGAGE,3.0,MEDICAL,A,2500,6.76,0,0.06,N,4,0.0625,16900.0,20-30,Medium
24,40000,OWN,6.0,VENTURE,A,1000,6.76,0,0.03,N,3,0.025,6760.0,20-30,Medium
23,52800,RENT,3.0,EDUCATION,A,4500,6.76,0,0.09,N,4,0.08522727272727272,30420.0,20-30,Medium
24,54100,RENT,5.0,PERSONAL,A,4500,7.14,0,0.08,N,4,0.08317929759704251,32130.0,20-30,Medium
26,40000,OWN,0.0,HOMEIMPROVEMENT,B,10000,11.86,0,0.25,N,4,0.25,118600.0,20-30,Medium
22,48300,RENT,0.0,HOMEIMPROVEMENT,B,4500,9.76,1,0.09,N,2,0.09316770186335403,43920.0,20-30,Medium
22,34000,MORTGAGE,4.0,PERSONAL,D,7750,15.21,1,0.23,N,2,0.22794117647058823,117877.5,20-30,Low
26,54396,RENT,10.0,MEDICAL,C,4500,10.99,0,0.08,N,3,0.0827266710787558,49455.0,20-30,Medium
23,40000,MORTGAGE,1.0,PERSONAL,A,4000,7.14,0,0.1,N,3,0.1,28560.0,20-30,Medium
24,40000,OWN,4.0,PERSONAL,C,2000,14.35,0,0.05,N,2,0.05,28700.0,20-30,Medium
24,55000,RENT,2.0,DEBTCONSOLIDATION,A,4500,7.9,0,0.08,N,2,0.08181818181818182,35550.0,20-30,Medium
23,55000,RENT,4.0,VENTURE,A,4500,8.49,0,0.08,N,3,0.08181818181818182,38205.0,20-30,Medium
22,55000,RENT,4.0,DEBTCONSOLIDATION,A,4500,6.76,0,0.08,N,4,0.08181818181818182,30420.0,20-30,Medium
24,40000,MORTGAGE,2.0,VENTURE,C,15250,13.98,0,0.38,Y,2,0.38125,213195.0,20-30,Medium
24,40000,MORTGAGE,5.0,VENTURE,A,8000,10.99,0,0.2,N,4,0.2,87920.0,20-30,Medium
26,58947,RENT,10.0,MEDICAL,A,4500,6.03,0,0.08,N,2,0.07633976283780346,27135.0,20-30,High
23,59000,RENT,3.0,MEDICAL,C,4500,12.68,0,0.08,Y,3,0.07627118644067797,57060.0,20-30,High
25,40000,OWN,0.0,EDUCATION,B,8000,10.38,0,0.2,N,4,0.2,83040.0,20-30,Medium
23,54000,RENT,5.0,HOMEIMPROVEMENT,A,4500,8.49,1,0.08,N,2,0.08333333333333333,38205.0,20-30,Medium
23,54000,RENT,7.0,EDUCATION,B,4500,10.99,1,0.08,N,2,0.08333333333333333,49455.0,20-30,Medium
23,62000,RENT,7.0,VENTURE,B,4500,12.42,0,0.07,N,2,0.07258064516129033,55890.0,20-30,High
22,40000,MORTGAGE,2.0,PERSONAL,A,8100,7.14,0,0.2,N,3,0.2025,57834.0,20-30,Medium
25,60000,RENT,9.0,HOMEIMPROVEMENT,B,4500,10.99,1,0.07,N,2,0.075,49455.0,20-30,High
23,40000,MORTGAGE,4.0,EDUCATION,A,4000,6.39,0,0.1,N,3,0.1,25560.0,20-30,Medium
24,74000,RENT,0.0,PERSONAL,B,4500,12.18,0,0.06,N,4,0.060810810810810814,54810.0,20-30,High
25,78996,RENT,9.0,EDUCATION,A,4500,8.63,0,0.06,N,2,0.05696490961567674,38835.0,20-30,High
25,80000,RENT,8.0,VENTURE,C,4500,13.06,0,0.06,N,2,0.05625,58770.0,20-30,Very High
25,82560,RENT,6.0,DEBTCONSOLIDATION,A,4500,7.42,0,0.05,N,3,0.05450581395348837,33390.0,20-30,Very High
25,84000,RENT,0.0,HOMEIMPROVEMENT,B,4500,12.18,0,0.05,N,2,0.05357142857142857,54810.0,20-30,Very High
24,86854,RENT,8.0,VENTURE,A,4500,10.99,0,0.05,N,4,0.05181108526953278,49455.0,20-30,Very High
24,40000,MORTGAGE,3.0,VENTURE,B,10500,11.36,0,0.26,N,4,0.2625,119280.0,20-30,Medium
24,40000,MORTGAGE,8.0,PERSONAL,B,10000,9.88,0,0.25,N,2,0.25,98800.00000000001,20-30,Medium
21,40000,OWN,6.0,VENTURE,B,5600,10.25,0,0.14,N,3,0.14,57400.0,20-30,Medium
25,138000,RENT,1.0,EDUCATION,C,4500,13.43,0,0.03,N,3,0.03260869565217391,60435.0,20-30,Very High
23,20664,RENT,4.0,EDUCATION,C,4550,13.72,0,0.22,Y,3,0.22018970189701897,62426.0,20-30,Low
21,34000,MORTGAGE,5.0,EDUCATION,B,10000,10.62,1,0.29,N,2,0.29411764705882354,106199.99999999999,20-30,Low
22,29976,RENT,6.0,DEBTCONSOLIDATION,C,4550,12.84,0,0.15,N,3,0.15178809714438218,58422.0,20-30,Low
23,42000,RENT,2.0,EDUCATION,C,4550,15.23,0,0.11,N,4,0.10833333333333334,69296.5,20-30,Medium
26,130000,RENT,0.0,HOMEIMPROVEMENT,C,4550,13.57,0,0.04,Y,2,0.035,61743.5,20-30,Very High
21,24000,RENT,0.0,EDUCATION,C,4600,13.99,0,0.19,Y,2,0.19166666666666668,64354.0,20-30,Low
23,27864,RENT,0.0,MEDICAL,A,4600,6.03,0,0.17,N,3,0.1650875681883434,27738.0,20-30,Low
26,40000,MORTGAGE,5.0,MEDICAL,B,6000,10.62,0,0.15,N,4,0.15,63719.99999999999,20-30,Medium
21,28416,RENT,6.0,PERSONAL,A,4600,10.99,0,0.16,N,2,0.16188063063063063,50554.0,20-30,Low
24,30000,RENT,0.0,MEDICAL,C,4600,10.99,0,0.15,Y,2,0.15333333333333332,50554.0,20-30,Low
22,40000,MORTGAGE,6.0,VENTURE,A,4750,10.99,0,0.12,N,2,0.11875,52202.5,20-30,Medium
23,33000,RENT,0.0,EDUCATION,B,4600,11.71,0,0.14,N,3,0.1393939393939394,53866.00000000001,20-30,Low
23,40000,RENT,1.0,VENTURE,B,4600,10.59,0,0.12,N,3,0.115,48714.0,20-30,Medium
25,40000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000,7.14,0,0.25,N,4,0.25,71400.0,20-30,Medium
23,46500,RENT,3.0,EDUCATION,D,4600,10.99,0,0.1,Y,4,0.0989247311827957,50554.0,20-30,Medium
21,40000,MORTGAGE,5.0,MEDICAL,A,9000,7.51,0,0.23,N,4,0.225,67590.0,20-30,Medium
25,40000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,4750,10.99,0,0.12,N,3,0.11875,52202.5,20-30,Medium
26,44000,RENT,5.0,DEBTCONSOLIDATION,C,4600,13.99,1,0.1,N,4,0.10454545454545454,64354.0,20-30,Medium
21,51996,RENT,5.0,PERSONAL,A,4600,8.59,0,0.09,N,2,0.0884683437187476,39514.0,20-30,Medium
21,40000,MORTGAGE,5.0,EDUCATION,C,8000,10.99,0,0.2,N,3,0.2,87920.0,20-30,Medium
23,52000,RENT,5.0,PERSONAL,D,4600,14.96,1,0.09,N,2,0.08846153846153847,68816.0,20-30,Medium
26,52800,RENT,3.0,DEBTCONSOLIDATION,D,4600,15.62,1,0.09,Y,4,0.08712121212121213,71852.0,20-30,Medium
